record_id,product_category,event_type,store_location,storage_condition,shelf_life_days,days_before_expiry,initial_stock,expected_daily_sales,actual_daily_sales,total_actual_sales,price_per_unit,supplier_reliability,temperature_deviation,historical_waste_rate,promotion_active,day_of_week,month,weather_score,waste_units,waste_percentage,financial_loss
333,Snacks,Normal,Residential_Area,Controlled_Atmosphere,121,104,12478,111,73,7592,20762,0.63,0.75,0.045,0,2,3,3,475,0.0381,9861950
334,Dairy,Mudik_Lebaran,Rural,Room_Temperature,14,8,293,36,32,256,34808,0.79,0.69,0.168,1,7,6,4,17,0.058,591736
335,Bakery,Normal,Rural,Refrigerated,3,2,107,47,34,68,21849,0.92,3.94,0.15,0,6,1,5,15,0.1402,327735
336,Bakery,Normal,Near_Transport_Hub,Refrigerated,3,2,78,33,39,78,21374,0.88,1.02,0.258,1,1,11,4,5,0.0641,106870
337,Seafood,Natal_Tahun_Baru,Suburban,Frozen,3,2,254,126,97,194,41611,0.75,2.26,0.22,0,4,12,5,28,0.1102,1165108
338,Beverages,Ramadan,Urban_Center,Room_Temperature,264,45,1224,28,34,1224,10042,0.64,1.38,0.034,0,7,4,5,3,0.0025,30126
339,Snacks,Back_to_School,Near_Transport_Hub,Frozen,113,57,5338,96,91,5187,6444,0.95,1.16,0.051,0,4,10,3,13,0.0024,83772
340,Ready_to_Eat,Ramadan,Residential_Area,Controlled_Atmosphere,2,1,126,104,116,116,21254,0.92,0.23,0.231,1,7,1,2,5,0.0397,106270
341,Ready_to_Eat,Back_to_School,Residential_Area,Frozen,1,1,163,140,87,87,20058,0.66,0.58,0.324,0,4,5,3,30,0.184,601740
342,Vegetables,Promo_Besar,Suburban,Frozen,5,2,362,143,124,248,29513,0.97,3.84,0.178,0,2,1,5,26,0.0718,767338
343,Fruits,Mudik_Lebaran,Rural,Room_Temperature,10,6,273,33,19,114,10253,0.66,2.75,0.106,0,7,4,4,61,0.2234,625433
344,Seafood,Ramadan,Suburban,Frozen,2,1,32,30,23,23,47905,0.99,1.97,0.219,0,5,1,3,6,0.1875,287430
345,Vegetables,Normal,Urban_Center,Frozen,4,2,144,58,67,134,8740,0.69,4.44,0.16,0,4,5,2,6,0.0417,52440
346,Frozen,Normal,Residential_Area,Refrigerated,66,27,1582,47,42,1134,58963,0.63,4.8,0.058,1,4,11,3,88,0.0556,5188744
347,Ready_to_Eat,Natal_Tahun_Baru,Suburban,Room_Temperature,1,1,69,76,57,57,64149,0.72,2.93,0.249,0,2,1,1,10,0.1449,641490
348,Beverages,Normal,Rural,Controlled_Atmosphere,121,63,5913,103,64,4032,23167,0.8,0.97,0.032,0,4,10,4,140,0.0237,3243380
349,Bakery,Normal,Residential_Area,Refrigerated,3,1,70,69,45,45,25717,0.65,0.82,0.173,0,3,1,3,8,0.1143,205736
350,Snacks,Normal,Suburban,Refrigerated,136,43,3222,73,55,2365,24731,0.71,3.49,0.037,0,3,3,1,111,0.0345,2745141
351,Frozen,Normal,Suburban,Refrigerated,85,20,1267,65,56,1120,88224,0.85,4.16,0.051,0,5,12,1,25,0.0197,2205600
352,Meat,Back_to_School,Near_Transport_Hub,Frozen,4,3,200,62,53,159,149444,0.84,3.82,0.163,0,1,12,1,15,0.075,2241660
353,Seafood,Normal,Suburban,Room_Temperature,1,1,102,108,126,102,29929,0.91,3.79,0.16,1,7,11,5,2,0.0196,59858
354,Dairy,Normal,Urban_Center,Refrigerated,4,3,108,37,30,90,48948,0.74,0.45,0.181,0,5,6,3,9,0.0833,440532
355,Ready_to_Eat,Normal,Residential_Area,Refrigerated,1,1,66,68,44,44,28471,0.67,3.77,0.176,0,2,9,4,13,0.197,370123
356,Bakery,Normal,Rural,Controlled_Atmosphere,4,1,62,66,43,43,13298,0.65,0.11,0.156,0,6,5,5,7,0.1129,93086
357,Bakery,Normal,Near_Transport_Hub,Frozen,4,1,99,77,68,68,17023,0.68,0.35,0.241,0,6,6,2,14,0.1414,238322
358,Bakery,Normal,Residential_Area,Refrigerated,1,1,64,57,45,45,6333,0.9,4.46,0.16,0,2,6,2,9,0.1406,56997
359,Seafood,Long_Weekend,Near_Transport_Hub,Frozen,3,2,112,38,31,62,131022,1.0,2.56,0.173,0,1,5,4,26,0.2321,3406572
360,Dairy,Normal,Urban_Center,Refrigerated,10,1,35,30,23,23,15009,0.72,3.12,0.173,0,5,8,4,6,0.1714,90054
361,Snacks,Normal,Rural,Refrigerated,157,9,631,74,63,567,34498,0.73,1.88,0.039,1,5,11,3,8,0.0127,275984
362,Meat,Normal,Near_Transport_Hub,Controlled_Atmosphere,2,1,107,96,84,84,81580,0.79,0.85,0.181,0,4,10,4,8,0.0748,652640
363,Vegetables,Normal,Residential_Area,Refrigerated,3,2,136,60,40,80,43970,0.74,0.49,0.127,0,3,1,2,19,0.1397,835430
364,Bakery,Back_to_School,Urban_Center,Frozen,1,1,32,32,30,30,18103,0.86,2.11,0.202,0,1,12,4,3,0.0938,54309
365,Ready_to_Eat,Normal,Residential_Area,Refrigerated,2,1,107,104,98,98,42949,0.92,3.34,0.2,1,4,4,4,4,0.0374,171796
366,Snacks,Normal,Rural,Refrigerated,98,74,5785,68,45,3330,11026,0.89,2.89,0.042,1,5,9,4,250,0.0432,2756500
367,Fruits,Pasca_Mudik,Rural,Controlled_Atmosphere,8,2,248,108,54,108,64405,0.87,0.55,0.147,0,5,3,5,21,0.0847,1352505
368,Beverages,Normal,Residential_Area,Controlled_Atmosphere,319,31,2219,66,58,1798,20753,0.66,0.69,0.026,0,3,2,2,31,0.014,643343
369,Meat,Normal,Residential_Area,Room_Temperature,5,2,36,20,15,30,124470,0.93,2.32,0.186,0,6,1,2,3,0.0833,373410
370,Fruits,Ramadan,Suburban,Refrigerated,10,1,27,29,31,27,44056,0.95,4.5,0.113,0,6,2,4,1,0.037,44056
371,Seafood,Normal,Residential_Area,Refrigerated,3,2,34,18,11,22,107158,0.73,2.92,0.205,0,2,7,2,6,0.1765,642948
372,Beverages,Mudik_Lebaran,Residential_Area,Refrigerated,281,274,7170,24,18,4932,40765,0.77,3.41,0.038,0,2,6,4,419,0.0584,17080535
373,Ready_to_Eat,Normal,Urban_Center,Room_Temperature,2,1,60,51,55,55,69189,0.92,0.61,0.305,0,4,1,4,4,0.0667,276756
374,Bakery,Back_to_School,Suburban,Frozen,2,1,112,90,118,112,28124,0.86,3.95,0.173,1,7,8,4,2,0.0179,56248
375,Frozen,Hari_Raya_Idul_Adha,Urban_Center,Room_Temperature,96,65,963,10,16,963,86791,0.9,2.27,0.036,1,6,3,4,3,0.0031,260373
376,Seafood,Ramadan,Rural,Refrigerated,1,1,78,61,38,38,195178,0.91,4.23,0.245,0,3,8,4,17,0.2179,3318026
377,Ready_to_Eat,Long_Weekend,Rural,Room_Temperature,1,1,57,34,23,23,71915,0.93,2.85,0.178,1,5,11,5,26,0.4561,1869790
378,Seafood,Normal,Suburban,Refrigerated,4,3,190,66,50,150,121448,0.67,2.84,0.156,0,7,8,4,17,0.0895,2064616
379,Fruits,Normal,Near_Transport_Hub,Controlled_Atmosphere,5,4,192,37,29,116,42089,0.89,0.19,0.097,0,1,5,3,14,0.0729,589246
380,Vegetables,Ramadan,Near_Transport_Hub,Refrigerated,2,1,59,46,46,46,29054,0.87,3.57,0.158,0,3,2,1,4,0.0678,116216
381,Beverages,Back_to_School,Residential_Area,Refrigerated,32,9,918,100,100,900,30866,0.87,0.66,0.037,1,2,5,2,4,0.0044,123464
382,Meat,Normal,Residential_Area,Controlled_Atmosphere,3,2,56,22,16,32,85432,0.95,0.83,0.207,0,3,5,5,11,0.1964,939752
383,Vegetables,Mudik_Lebaran,Suburban,Frozen,7,4,76,11,9,36,44723,0.92,0.27,0.11,1,1,8,3,14,0.1842,626122
384,Beverages,Normal,Rural,Controlled_Atmosphere,264,253,8516,27,18,4554,13103,0.74,0.2,0.026,0,6,9,3,254,0.0298,3328162
385,Ready_to_Eat,Promo_Besar,Urban_Center,Room_Temperature,2,1,105,90,145,105,68154,0.73,1.42,0.322,1,3,10,1,0,0.0,0
386,Beverages,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,351,138,11159,64,62,8556,7873,0.86,0.95,0.027,0,6,10,2,177,0.0159,1393521
387,Fruits,Normal,Urban_Center,Refrigerated,9,2,109,55,46,92,57286,0.64,4.26,0.096,0,3,11,2,7,0.0642,401002
388,Fruits,Back_to_School,Residential_Area,Room_Temperature,8,6,212,32,24,144,69175,0.78,1.94,0.103,0,1,7,3,14,0.066,968450
389,Bakery,Normal,Rural,Controlled_Atmosphere,2,1,84,73,47,47,5751,0.72,0.44,0.249,0,2,3,3,14,0.1667,80514
390,Ready_to_Eat,Normal,Urban_Center,Refrigerated,3,1,67,72,77,67,53309,0.89,4.06,0.228,0,7,9,1,1,0.0149,53309
391,Meat,Hari_Raya_Idul_Adha,Urban_Center,Refrigerated,5,3,126,31,32,96,107852,0.78,4.04,0.163,0,7,3,2,19,0.1508,2049188
392,Fruits,Hari_Raya_Idul_Adha,Urban_Center,Controlled_Atmosphere,3,1,34,30,36,34,67537,0.78,0.41,0.131,0,6,8,3,2,0.0588,135074
393,Frozen,Long_Weekend,Urban_Center,Room_Temperature,64,1,20,20,14,14,39670,0.94,1.05,0.054,0,4,11,5,3,0.15,119010
394,Meat,Mudik_Lebaran,Urban_Center,Refrigerated,3,1,52,38,45,45,22572,0.94,2.93,0.148,0,7,7,1,8,0.1538,180576
395,Frozen,Promo_Besar,Near_Transport_Hub,Frozen,39,32,4400,121,150,4400,95149,0.97,4.53,0.061,1,1,9,1,0,0.0,0
396,Fruits,Hari_Raya_Idul_Adha,Near_Transport_Hub,Controlled_Atmosphere,4,2,158,62,60,120,62177,0.61,0.29,0.098,0,2,9,2,17,0.1076,1057009
397,Beverages,Normal,Rural,Controlled_Atmosphere,243,214,22567,101,70,14980,35954,0.92,0.84,0.032,1,6,2,4,369,0.0164,13267026
398,Beverages,Normal,Near_Transport_Hub,Controlled_Atmosphere,185,61,2854,36,33,2013,28513,0.95,0.36,0.024,0,5,1,1,31,0.0109,883903
399,Bakery,Pasca_Mudik,Near_Transport_Hub,Frozen,3,2,65,29,38,65,7953,0.94,4.37,0.213,1,1,8,4,0,0.0,0
400,Ready_to_Eat,Ramadan,Urban_Center,Refrigerated,3,1,59,48,43,43,69702,0.74,3.64,0.281,0,4,12,1,8,0.1356,557616
401,Bakery,Hari_Raya_Idul_Adha,Near_Transport_Hub,Controlled_Atmosphere,1,1,54,39,29,29,5792,0.71,0.72,0.19,0,2,3,5,14,0.2593,81088
402,Frozen,Back_to_School,Near_Transport_Hub,Frozen,37,29,1376,40,37,1073,82809,0.98,0.42,0.044,0,2,7,1,18,0.0131,1490562
403,Meat,Back_to_School,Urban_Center,Frozen,5,4,679,136,197,679,114575,0.9,4.55,0.127,1,5,10,2,1,0.0015,114575
404,Snacks,Ramadan,Residential_Area,Controlled_Atmosphere,149,89,11674,134,78,6942,24761,0.63,0.54,0.037,0,2,9,5,383,0.0328,9483463
405,Fruits,Pasca_Mudik,Suburban,Refrigerated,3,2,165,81,65,130,60410,0.99,0.55,0.088,0,6,9,3,6,0.0364,362460
406,Beverages,Normal,Urban_Center,Controlled_Atmosphere,203,61,6598,86,124,6598,46139,0.87,0.84,0.025,1,6,12,5,4,0.0006,184556
407,Seafood,Normal,Residential_Area,Room_Temperature,3,2,38,18,14,28,133017,0.63,0.31,0.271,0,4,2,3,7,0.1842,931119
408,Snacks,Long_Weekend,Rural,Controlled_Atmosphere,141,109,9390,49,28,3052,32323,0.93,0.14,0.031,0,2,12,5,397,0.0423,12832231
409,Beverages,Mudik_Lebaran,Suburban,Frozen,90,78,2021,20,12,936,23978,0.62,0.77,0.028,0,3,5,4,123,0.0609,2949294
410,Frozen,Normal,Rural,Frozen,85,24,1530,57,35,840,23855,0.95,2.09,0.052,0,3,7,4,76,0.0497,1812980
411,Meat,Pasca_Mudik,Near_Transport_Hub,Controlled_Atmosphere,7,4,243,59,70,243,124832,0.85,0.62,0.168,0,3,9,1,5,0.0206,624160
412,Fruits,Ramadan,Suburban,Refrigerated,7,5,657,117,89,445,30221,0.98,2.71,0.139,0,5,4,4,39,0.0594,1178619
413,Snacks,Normal,Urban_Center,Frozen,160,53,3012,46,43,2279,34113,0.63,2.67,0.036,0,4,1,3,96,0.0319,3274848
414,Vegetables,Normal,Urban_Center,Refrigerated,2,1,39,39,59,39,8873,0.66,4.76,0.155,1,3,3,1,0,0.0,0
415,Vegetables,Normal,Rural,Frozen,5,1,16,14,7,7,41406,0.69,2.54,0.14,0,3,1,3,5,0.3125,207030
416,Dairy,Mudik_Lebaran,Suburban,Refrigerated,7,5,215,36,27,135,41353,0.86,0.63,0.156,0,7,11,5,40,0.186,1654120
417,Snacks,Promo_Besar,Suburban,Controlled_Atmosphere,176,143,19094,109,101,14443,23956,0.86,0.17,0.029,0,3,10,3,185,0.0097,4431860
418,Seafood,Ramadan,Residential_Area,Frozen,1,1,121,119,77,77,128626,0.88,4.15,0.25,0,4,4,5,28,0.2314,3601528
419,Vegetables,Ramadan,Near_Transport_Hub,Frozen,3,2,179,70,97,179,24525,0.61,3.46,0.152,1,4,1,1,5,0.0279,122625
420,Beverages,Long_Weekend,Residential_Area,Refrigerated,362,334,7442,13,7,2338,49014,0.78,0.62,0.038,0,5,6,4,470,0.0632,23036580
421,Dairy,Normal,Rural,Room_Temperature,10,1,49,41,21,21,49600,0.97,1.79,0.113,0,3,12,2,7,0.1429,347200
422,Dairy,Normal,Residential_Area,Room_Temperature,3,1,108,87,69,69,42296,0.8,0.85,0.122,0,6,11,5,9,0.0833,380664
423,Bakery,Normal,Residential_Area,Room_Temperature,5,3,103,38,35,103,25707,0.87,3.07,0.222,0,1,7,1,3,0.0291,77121
424,Fruits,Normal,Residential_Area,Controlled_Atmosphere,10,6,624,83,49,294,34431,0.62,0.92,0.122,0,4,4,3,59,0.0946,2031429
425,Seafood,Promo_Besar,Near_Transport_Hub,Refrigerated,2,1,52,57,54,52,188917,0.64,2.4,0.261,0,6,6,3,2,0.0385,377834
426,Dairy,Long_Weekend,Residential_Area,Room_Temperature,4,3,193,60,71,193,34258,0.83,0.43,0.11,1,3,12,1,3,0.0155,102774
427,Dairy,Normal,Near_Transport_Hub,Refrigerated,4,3,51,17,12,36,29999,0.76,3.09,0.142,0,7,11,5,7,0.1373,209993
428,Ready_to_Eat,Ramadan,Rural,Refrigerated,2,1,104,111,49,49,49005,0.89,2.96,0.301,0,2,11,5,30,0.2885,1470150
429,Ready_to_Eat,Mudik_Lebaran,Suburban,Room_Temperature,1,1,12,9,6,6,72897,0.86,1.79,0.263,0,2,3,4,6,0.5,437382
430,Dairy,Pasca_Mudik,Suburban,Refrigerated,6,5,887,166,179,887,17806,0.99,3.2,0.123,1,2,11,4,4,0.0045,71224
431,Vegetables,Hari_Raya_Idul_Adha,Residential_Area,Frozen,6,3,113,35,23,69,5765,0.8,4.6,0.152,0,4,10,2,20,0.177,115300
432,Frozen,Normal,Suburban,Refrigerated,122,2,38,17,12,24,33664,0.72,0.97,0.053,0,1,1,2,3,0.0789,100992
433,Meat,Normal,Residential_Area,Room_Temperature,3,1,10,10,7,7,33263,0.61,3.39,0.167,0,1,6,2,2,0.2,66526
434,Meat,Back_to_School,Residential_Area,Controlled_Atmosphere,7,1,34,27,24,24,124188,0.68,0.53,0.201,0,4,11,2,6,0.1765,745128
435,Seafood,Hari_Raya_Idul_Adha,Rural,Room_Temperature,3,1,12,10,5,5,58150,0.94,4.84,0.271,1,1,8,5,9,0.75,523350
436,Snacks,Normal,Residential_Area,Controlled_Atmosphere,82,42,2617,57,46,1932,37426,0.79,0.58,0.043,0,6,1,2,44,0.0168,1646744
437,Frozen,Normal,Near_Transport_Hub,Controlled_Atmosphere,176,41,1952,51,57,1952,26013,0.72,0.52,0.042,1,5,10,3,3,0.0015,78039
438,Vegetables,Long_Weekend,Rural,Frozen,5,1,25,21,16,16,7973,0.74,0.41,0.169,0,6,2,3,2,0.08,15946
439,Vegetables,Normal,Suburban,Frozen,3,2,93,38,50,93,47796,0.94,0.95,0.149,1,7,12,5,2,0.0215,95592
440,Fruits,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,3,2,209,65,75,150,24566,0.95,0.23,0.136,1,2,9,5,23,0.11,565018
441,Beverages,Normal,Urban_Center,Frozen,126,55,5619,95,119,5619,41598,0.61,0.69,0.037,0,6,1,4,2,0.0004,83196
442,Seafood,Mudik_Lebaran,Near_Transport_Hub,Frozen,3,1,62,36,36,36,65289,0.99,4.97,0.229,0,5,10,4,19,0.3065,1240491
443,Bakery,Pasca_Mudik,Suburban,Controlled_Atmosphere,1,1,201,174,163,163,12982,0.64,0.1,0.206,1,6,10,4,12,0.0597,155784
444,Fruits,Normal,Rural,Refrigerated,10,1,55,57,44,44,58852,0.76,4.95,0.093,0,6,2,4,4,0.0727,235408
445,Seafood,Normal,Near_Transport_Hub,Room_Temperature,3,1,86,80,70,70,77875,0.6,0.71,0.162,0,7,4,5,8,0.093,623000
446,Beverages,Mudik_Lebaran,Urban_Center,Refrigerated,177,166,6947,25,22,3652,24493,0.76,4.12,0.036,0,2,10,4,696,0.1002,17047128
447,Ready_to_Eat,Normal,Urban_Center,Room_Temperature,1,1,106,91,143,106,14374,0.88,3.61,0.208,0,7,9,1,0,0.0,0
448,Snacks,Long_Weekend,Rural,Controlled_Atmosphere,117,22,569,25,17,374,6750,0.63,0.69,0.046,0,6,7,2,17,0.0299,114750
449,Meat,Normal,Near_Transport_Hub,Controlled_Atmosphere,5,1,19,20,20,19,144520,0.78,0.47,0.156,1,7,1,5,4,0.2105,578080
450,Frozen,Normal,Urban_Center,Frozen,69,57,3176,47,57,3176,84769,0.69,3.48,0.06,0,6,11,1,0,0.0,0
451,Ready_to_Eat,Normal,Near_Transport_Hub,Room_Temperature,1,1,31,35,36,31,11831,1.0,1.69,0.204,0,2,2,2,4,0.129,47324
452,Bakery,Long_Weekend,Rural,Room_Temperature,5,2,139,52,24,48,10615,0.69,1.78,0.161,0,3,1,4,39,0.2806,413985
453,Fruits,Ramadan,Rural,Refrigerated,4,1,96,85,39,39,18344,0.89,3.96,0.15,0,3,2,5,20,0.2083,366880
454,Meat,Normal,Rural,Controlled_Atmosphere,2,1,13,12,7,7,70118,0.8,0.74,0.18,0,1,4,1,4,0.3077,280472
455,Seafood,Natal_Tahun_Baru,Suburban,Refrigerated,1,1,89,91,61,61,123500,0.68,0.19,0.276,0,4,12,3,11,0.1236,1358500
456,Snacks,Long_Weekend,Near_Transport_Hub,Frozen,156,7,274,31,36,252,20876,0.68,0.27,0.05,0,7,11,2,4,0.0146,83504
457,Meat,Mudik_Lebaran,Urban_Center,Refrigerated,5,1,19,11,7,7,142981,0.68,0.46,0.19,0,2,4,5,8,0.4211,1143848
458,Meat,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,3,1,75,70,45,45,103309,0.68,0.86,0.178,0,3,7,4,14,0.1867,1446326
459,Ready_to_Eat,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,1,1,139,116,119,119,70393,0.72,0.54,0.258,1,4,8,3,13,0.0935,915109
460,Beverages,Normal,Suburban,Controlled_Atmosphere,130,40,1344,27,18,720,29527,0.8,0.93,0.038,0,3,7,4,51,0.0379,1505877
461,Frozen,Hari_Raya_Idul_Adha,Urban_Center,Controlled_Atmosphere,174,42,1631,22,26,1092,60688,0.8,0.49,0.056,0,6,7,4,57,0.0349,3459216
462,Vegetables,Ramadan,Urban_Center,Room_Temperature,4,3,345,120,164,345,19214,0.84,4.76,0.169,1,7,2,4,0,0.0,0
463,Snacks,Back_to_School,Near_Transport_Hub,Room_Temperature,166,110,7019,58,73,7019,39943,0.86,1.91,0.035,0,6,2,1,2,0.0003,79886
464,Meat,Normal,Suburban,Controlled_Atmosphere,7,3,40,11,7,21,20206,0.64,0.77,0.171,0,3,12,4,9,0.225,181854
465,Meat,Normal,Suburban,Refrigerated,5,2,69,29,36,69,126060,0.9,1.3,0.223,0,6,10,1,2,0.029,252120
466,Bakery,Normal,Rural,Refrigerated,3,1,82,75,53,53,27921,0.64,0.31,0.23,1,5,1,1,13,0.1585,362973
467,Ready_to_Eat,Pasca_Mudik,Rural,Controlled_Atmosphere,2,1,159,152,61,61,68337,0.74,0.32,0.211,0,4,7,5,30,0.1887,2050110
468,Bakery,Normal,Near_Transport_Hub,Room_Temperature,1,1,82,70,51,51,29707,0.7,2.26,0.222,0,5,7,2,14,0.1707,415898
469,Dairy,Ramadan,Urban_Center,Frozen,13,8,508,60,71,508,45146,0.92,1.74,0.19,0,4,11,1,1,0.002,45146
470,Meat,Hari_Raya_Idul_Adha,Residential_Area,Refrigerated,3,2,33,11,6,12,91925,0.99,2.33,0.223,0,4,11,5,13,0.3939,1195025
471,Bakery,Normal,Urban_Center,Room_Temperature,3,2,78,39,35,70,18607,0.98,3.35,0.22,0,6,12,4,4,0.0513,74428
472,Ready_to_Eat,Long_Weekend,Residential_Area,Refrigerated,3,2,149,47,38,76,57515,0.75,3.21,0.259,0,7,4,2,38,0.255,2185570
473,Bakery,Normal,Residential_Area,Room_Temperature,1,1,37,29,30,30,21904,0.89,1.55,0.211,1,4,7,3,3,0.0811,65712
474,Snacks,Ramadan,Residential_Area,Room_Temperature,73,51,884,16,9,459,14483,0.93,1.48,0.033,0,2,10,3,43,0.0486,622769
475,Dairy,Ramadan,Rural,Refrigerated,7,6,908,123,85,510,37441,0.72,4.83,0.11,0,2,12,2,143,0.1575,5354063
476,Dairy,Back_to_School,Suburban,Controlled_Atmosphere,14,7,602,74,45,315,15432,1.0,0.55,0.135,0,3,7,4,47,0.0781,725304
477,Seafood,Natal_Tahun_Baru,Residential_Area,Controlled_Atmosphere,1,1,100,89,72,72,39188,0.94,0.71,0.214,1,2,8,4,11,0.11,431068
478,Seafood,Natal_Tahun_Baru,Urban_Center,Frozen,1,1,116,109,130,116,69098,0.97,0.48,0.283,1,1,2,5,1,0.0086,69098
479,Frozen,Normal,Urban_Center,Room_Temperature,131,126,8236,51,54,6804,64200,0.91,4.96,0.055,1,4,11,4,242,0.0294,15536400
480,Dairy,Normal,Urban_Center,Refrigerated,10,9,304,30,25,225,42527,0.79,3.47,0.114,0,4,8,4,18,0.0592,765486
481,Bakery,Natal_Tahun_Baru,Residential_Area,Room_Temperature,4,3,66,18,19,57,28672,0.92,2.44,0.202,0,6,11,1,7,0.1061,200704
482,Bakery,Normal,Residential_Area,Room_Temperature,1,1,39,42,24,24,9757,0.86,0.44,0.171,0,1,2,5,7,0.1795,68299
483,Frozen,Promo_Besar,Urban_Center,Room_Temperature,106,6,1074,176,152,912,85005,0.78,2.89,0.056,0,3,10,5,24,0.0223,2040120
484,Dairy,Normal,Suburban,Room_Temperature,7,2,55,28,22,44,28531,0.71,3.65,0.143,0,3,7,2,4,0.0727,114124
485,Frozen,Back_to_School,Suburban,Room_Temperature,48,41,3286,68,53,2173,40248,0.89,2.82,0.054,0,2,7,2,142,0.0432,5715216
486,Dairy,Promo_Besar,Suburban,Refrigerated,7,1,146,131,82,82,9322,0.73,0.44,0.187,0,2,4,3,8,0.0548,74576
487,Frozen,Promo_Besar,Urban_Center,Room_Temperature,164,79,16535,191,234,16535,84331,0.74,2.86,0.043,1,1,1,2,1,0.0001,84331
488,Vegetables,Long_Weekend,Residential_Area,Controlled_Atmosphere,5,2,67,24,29,58,13190,0.86,0.14,0.146,1,6,11,3,6,0.0896,79140
489,Frozen,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,120,103,11447,110,133,11447,71068,0.81,0.72,0.063,1,6,2,3,0,0.0,0
490,Bakery,Normal,Suburban,Refrigerated,2,1,23,21,19,19,19149,0.92,0.05,0.254,0,6,3,4,6,0.2609,114894
491,Snacks,Natal_Tahun_Baru,Near_Transport_Hub,Refrigerated,138,49,983,17,10,490,27613,0.7,3.69,0.051,0,5,11,5,76,0.0773,2098588
492,Snacks,Back_to_School,Suburban,Refrigerated,106,18,1507,91,74,1332,37473,0.75,1.87,0.031,0,2,9,1,19,0.0126,711987
493,Seafood,Normal,Residential_Area,Controlled_Atmosphere,2,1,115,92,81,81,146387,0.96,0.85,0.162,1,4,6,3,14,0.1217,2049418
494,Meat,Mudik_Lebaran,Urban_Center,Refrigerated,5,4,62,11,9,36,40147,0.76,4.57,0.127,0,3,4,4,17,0.2742,682499
495,Meat,Pasca_Mudik,Rural,Refrigerated,5,4,220,46,30,120,20761,0.74,4.35,0.147,1,1,3,4,26,0.1182,539786
496,Meat,Ramadan,Near_Transport_Hub,Frozen,2,1,134,110,92,92,113627,0.65,3.76,0.21,0,6,12,4,21,0.1567,2386167
497,Meat,Normal,Residential_Area,Refrigerated,7,2,35,17,17,34,147983,0.84,0.04,0.178,1,1,7,2,1,0.0286,147983
498,Seafood,Normal,Urban_Center,Frozen,2,1,41,34,30,30,52017,0.88,2.51,0.178,0,5,11,2,3,0.0732,156051
499,Fruits,Promo_Besar,Suburban,Controlled_Atmosphere,3,1,50,48,33,33,73809,0.72,0.63,0.101,0,4,1,5,2,0.04,147618
500,Fruits,Normal,Rural,Controlled_Atmosphere,6,3,35,13,8,24,47157,0.68,0.47,0.149,1,2,5,4,1,0.0286,47157
